fps,exposure,exposure_actual,mean,std,shot
30,6.01e-05,5.999999848427251e-05,1.484375,0.7263151087185078,0.75
30,0.0001202,0.00011999999696854502,1.5295138888888888,0.7447714319965623,0.7412686197773831
30,0.000601,0.0006000000284984708,1.5850694444444444,0.768105078647535,0.739509972887452
30,0.001202,0.0012009999481961131,1.5190972222222223,0.7286187590938042,0.7586308940013802
30,0.00601,0.006010000128298998,1.5,0.7637626158259734,0.7330255035732992
30,0.01202,0.012020000256597996,1.5503472222222223,0.7342559661869782,0.7046472718869902
30,0.0601,0.060100000351667404,1.6215277777777777,0.8074017995366753,0.7744845956433793
30,0.1202,0.12020000070333481,1.5868055555555556,0.7633757746368883,0.7971302695712079
30,0.42069999999999996,0.4207000136375427,1.9340277777777777,0.976719508983206,0.9912814377808599
30,0.45,0.44999900460243225,2.0659722222222223,1.0012952163770215,1.0064893607650969
30,0.5,0.5,2.0208333333333335,1.0032499273195423,0.9969571761671165
30,0.55,0.550000011920929,1.0,0.0,0.0
30,0.6,0.6000000238418579,1.0,0.0,0.0
30,0.65,0.6499990224838257,1.0,0.0,0.0
30,0.7,0.6999989748001099,2.5538194444444446,1.6967757399975212,1.1376602451230038
30,0.75,0.75,2.6458333333333335,1.6769215760500615,1.1692679333668567
30,0.8,0.800000011920929,2.515625,1.6529956891244117,1.0964747805783972
30,0.85,0.8500000238418579,2.734375,1.824010088738394,1.1935154656168754
30,0.85,0.8500000238418579,2.779513888888889,1.7633411428076557,1.070841439658033
30,1.25,1.25,3.3854166666666665,1.738272959562003,1.2920026444761377
30,2.0,2.0,4.319444444444445,1.904500436749818,1.3517606831256945
30,3.5,3.5,6.631944444444445,2.277597807930838,1.5540046832476262
30,5.0,5.0,9.100694444444445,2.538645650729762,1.6541194367732672
5,6.01e-05,5.999999848427251e-05,1.6336805555555556,0.8816282651748678,0.7965855955960484
5,0.0001202,0.00011999999696854502,1.6111111111111112,0.8216777476527244,0.7694243880258078
5,0.000601,0.0006000000284984708,1.5520833333333333,0.7597028613214512,0.7027969913930416
5,0.001202,0.0012009999481961131,1.4895833333333333,0.7429500833763254,0.7192781875680029
5,0.00601,0.006010000128298998,1.5138888888888888,0.7287366456858281,0.7210861791615325
5,0.01202,0.012020000256597996,1.4652777777777777,0.7375183090424532,0.8047169964928319
5,0.0601,0.060100000351667404,1.5295138888888888,0.7424367068619302,0.7371585838730889
5,0.1202,0.12020000070333481,1.6302083333333333,0.8273056743546755,0.7938566201357354
5,0.42069999999999996,0.4207000136375427,2.1319444444444446,0.9789203787973215,1.015504800579495
5,0.45,0.44999900460243225,2.0503472222222223,1.0065237986329514,0.9565200236040831
5,0.5,0.5,2.0902777777777777,1.0649934431491197,0.9829271760071208
