fps,exposure,exposure_actual,mean,std,shot
30,6.01e-05,5.999999848427251e-05,1.1770833333333333,0.45249597143694736,0.4723243353647764
30,0.0001202,0.00011999999696854502,1.1579861111111112,0.417963116164292,0.4061164310337068
30,0.000601,0.0006000000284984708,1.1545138888888888,0.4023547527112374,0.3864007706456543
30,0.001202,0.0012009999481961131,1.1510416666666667,0.4121829063218038,0.39965262694272663
30,0.00601,0.006010000128298998,1.1944444444444444,0.4863094833336555,0.43501277120460624
30,0.01202,0.012020000256597996,1.1579861111111112,0.4342603543528402,0.4093100563414271
30,0.0601,0.060100000351667404,1.2065972222222223,0.4866533434170062,0.46491486675877913
30,0.1202,0.12020000070333481,1.1805555555555556,0.4625229390374087,0.4823265376162594
30,0.42069999999999996,0.4207000136375427,1.3559027777777777,0.872058478857834,0.6421264586426018
30,0.45,0.44999900460243225,1.4201388888888888,0.8357531418087578,0.6679674809117249
30,0.5,0.5,1.4965277777777777,1.113360353617001,0.705878097754059
30,0.55,0.550000011920929,1.0,0.0,0.0
30,0.6,0.6000000238418579,1.0,0.0,0.0
30,0.65,0.6499990224838257,1.0,0.0,0.0
30,0.7,0.6999989748001099,1.53125,1.469267048470843,0.7046472718869902
30,0.75,0.75,1.6006944444444444,1.4277505874518615,0.8364524958285304
30,0.8,0.800000011920929,1.53125,1.4212166516169635,0.7046472718869902
30,0.85,0.8500000238418579,1.6770833333333333,1.6697562509240684,0.8052561704203204
30,0.85,0.8500000238418579,1.6736111111111112,1.6877000338688704,0.8405933750763339
30,1.25,1.25,2.0659722222222223,1.8872254470829086,1.062295731998497
30,2.0,2.0,3.079861111111111,3.562031253003901,1.2589954108115107
30,3.5,3.5,5.057291666666667,5.770360897478838,1.5587454891674908
30,5.0,5.0,7.331597222222222,8.176828810322839,1.6449100785959903
5,6.01e-05,5.999999848427251e-05,1.1684027777777777,0.4343436350697651,0.46491486675877913
5,0.0001202,0.00011999999696854502,1.1614583333333333,0.4207804731653101,0.4419417382415922
5,0.000601,0.0006000000284984708,1.1440972222222223,0.4146616981120547,0.4114253678777396
5,0.001202,0.0012009999481961131,1.1440972222222223,0.40190503506986097,0.46491486675877913
5,0.00601,0.006010000128298998,1.1770833333333333,0.4712894177443175,0.4573853833354198
5,0.01202,0.012020000256597996,1.1597222222222223,0.40247833696783614,0.4289845892077917
5,0.0601,0.060100000351667404,1.2465277777777777,0.5416555376349598,0.5060399083954633
5,0.1202,0.12020000070333481,1.2673611111111112,0.5725588107967492,0.5051814855409226
5,0.42069999999999996,0.4207000136375427,1.4670138888888888,0.9366878555292514,0.6541799361711492
5,0.45,0.44999900460243225,1.5555555555555556,0.9862089153375962,0.7406828681096325
5,0.5,0.5,1.4756944444444444,1.0135023521171096,0.7330255035732992
5,0.55,0.550000011920929,1.0,0.0,0.0
5,0.6,0.6000000238418579,1.0,0.0,0.0
5,0.65,0.6499990224838257,1.0,0.0,0.0
5,0.7,0.6999989748001099,1.6041666666666667,1.241463909619965,0.7648983229452424
5,0.75,0.75,1.5885416666666667,1.4586216232904803,0.7665987288739208
5,0.8,0.800000011920929,1.5954861111111112,1.312829498249398,0.8084836629971773
5,0.85,0.8500000238418579,1.7048611111111112,1.436035720941853,0.8281086214313246
5,0.85,0.8500000238418579,1.6614583333333333,1.5461558373152071,0.8452276156291998
5,1.25,1.25,2.107638888888889,2.230364315691469,0.9912814377808599
5,2.0,2.0,3.1128472222222223,3.3327251868558556,1.2889756915215016
5,3.5,3.5,5.116319444444445,5.892439629461139,1.5484086813385038
5,5.0,5.0,7.256944444444445,8.354761223878553,1.6212563715286432
2,6.01e-05,5.999999848427251e-05,1.1753472222222223,0.44349059427963766,0.4166666666666667
2,0.0001202,0.00011999999696854502,1.2013888888888888,0.5045606052011866,0.47780603921582143
2,0.000601,0.0006000000284984708,1.1423611111111112,0.43366651631932945,0.44876373392787533
2,0.001202,0.0012009999481961131,1.1875,0.5030290194854015,0.45643546458763845
2,0.00601,0.006010000128298998,1.1649305555555556,0.44357214202141815,0.4497298571858938
2,0.01202,0.012020000256597996,1.1875,0.4521361336293897,0.408248290463863
2,0.0601,0.060100000351667404,1.171875,0.44484777163716976,0.4714045207910317
2,0.1202,0.12020000070333481,1.2569444444444444,0.5335484953718642,0.5488308280133122
2,0.42069999999999996,0.4207000136375427,1.4427083333333333,0.9072521996773798,0.7240894665409486
2,0.45,0.44999900460243225,1.4097222222222223,0.9959166244417784,0.67700320038633
2,0.5,0.5,1.5694444444444444,1.129790896199736,0.7534642216677135
2,0.55,0.550000011920929,1.0,0.0,0.0
2,0.6,0.6000000238418579,1.0,0.0,0.0
2,0.65,0.6499990224838257,1.0,0.0,0.0
2,0.7,0.6999989748001099,1.5746527777777777,1.3545127317776822,0.7471008782100461
2,0.75,0.75,1.5711805555555556,1.5360718283479244,0.7905694150420949
2,0.8,0.800000011920929,1.6614583333333333,1.5838729206661262,0.8941359889114556
2,0.85,0.8500000238418579,1.7118055555555556,1.649999853862695,0.8436856971381911
2,0.85,0.8500000238418579,1.6927083333333333,1.6417985220948328,0.852386356061616
2,1.25,1.25,2.0850694444444446,2.2710556455484463,0.9960860906568267
2,2.0,2.0,3.1510416666666665,3.5202438794046795,1.2720281268728124
2,3.5,3.5,5.126736111111111,5.69139034588663,1.5109553637057287
2,5.0,5.0,7.380208333333333,8.52994463710948,1.6700486519859234
1,6.01e-05,5.999999848427251e-05,1.109375,0.3635028632586299,0.39197682754639124
1,0.0001202,0.00011999999696854502,1.1475694444444444,0.45730300331851725,0.44682522061515034
1,0.000601,0.0006000000284984708,1.1076388888888888,0.366397602246656,0.34610932762158647
1,0.001202,0.0012009999481961131,1.1232638888888888,0.40019149905790086,0.39747466725706065
1,0.00601,0.006010000128298998,1.1267361111111112,0.3767281105141256,0.4114253678777396
1,0.01202,0.012020000256597996,1.0972222222222223,0.3347769664776097,0.3145764348029479
1,0.0601,0.060100000351667404,1.140625,0.40741686055425946,0.3818813079129867
1,0.1202,0.12020000070333481,1.1961805555555556,0.5083189841250408,0.42695628191498325
1,0.42069999999999996,0.4207000136375427,1.3298611111111112,0.9179218573851654,0.6102424381615337
1,0.45,0.44999900460243225,1.3125,0.8012035217928921,0.6201198360890507
1,0.5,0.5,1.4253472222222223,0.9599532780835716,0.6270798726371838
1,0.55,0.550000011920929,1.4288194444444444,1.0215402290766202,0.7071067811865476
1,0.6,0.6000000238418579,1.4392361111111112,1.0440583076663386,0.7168604389202189
1,0.65,0.6499990224838257,1.4340277777777777,1.2565751068791688,0.7488416981504762
1,0.7,0.6999989748001099,1.5885416666666667,1.407744190752433,0.7353901081134496
1,0.75,0.75,1.546875,1.4853067251272827,0.7465197027987048
1,0.8,0.800000011920929,1.6006944444444444,1.3308308039935146,0.8025566785107593
1,0.85,0.8500000238418579,1.8107638888888888,1.6689428539668751,0.8650224788344456
1,0.85,0.8500000238418579,1.6475694444444444,1.5419237382639628,0.8260094833999587
1,1.25,1.25,2.0885416666666665,2.283882375823506,1.0553270951594949
1,2.0,2.0,3.1631944444444446,3.833029816385788,1.3277879474273493
1,3.5,3.5,5.199652777777778,5.674020952404531,1.5726062055638015
1,5.0,5.0,7.352430555555555,8.249732381730784,1.7660474543768951
