fps,exposure,exposure_actual,mean,std,shot
30,6.01e-05,5.999999848427251e-05,1.3819444444444444,0.6846179771897303,0.6508541396588878
30,0.0001202,0.00011999999696854502,1.3940972222222223,0.6529047416422634,0.649519052838329
30,0.000601,0.0006000000284984708,1.3489583333333333,0.6358221042586432,0.6555055301063447
30,0.001202,0.0012009999481961131,1.3506944444444444,0.6168351715474927,0.6152009608430583
30,0.00601,0.006010000128298998,1.3003472222222223,0.5789117103027173,0.6187184335382291
30,0.01202,0.012020000256597996,1.3506944444444444,0.6168351715474927,0.6201198360890507
30,0.0601,0.060100000351667404,1.4340277777777777,0.6915826449412612,0.6737900678665095
30,0.1202,0.12020000070333481,1.5121527777777777,0.7215855065933747,0.7447734554883115
30,0.42069999999999996,0.4207000136375427,1.7222222222222223,0.9009597077903808,0.8824091076894738
30,0.45,0.44999900460243225,1.6909722222222223,0.8809254283646862,0.8186201126828542
30,0.5,0.5,1.7256944444444444,0.903945558815612,0.8819171036881969
30,0.55,0.550000011920929,1.0,0.0,0.0
30,0.6,0.6000000238418579,1.0,0.0,0.0
30,0.65,0.6499990224838257,1.0,0.0,0.0
30,0.7,0.6999989748001099,1.8940972222222223,0.9864885207943124,0.9381941874331419
30,0.75,0.75,1.9565972222222223,0.9806415581382627,1.0013012367248264
30,0.8,0.800000011920929,1.9236111111111112,0.9953353783685672,0.9895285072531598
30,0.85,0.8500000238418579,2.265625,1.1167594605412274,1.0744830798523022
30,0.85,0.8500000238418579,2.029513888888889,1.0412484692940005,1.0120798167909266
30,1.25,1.25,2.6163194444444446,1.1933020518058852,1.1714929932924623
30,2.0,2.0,3.3663194444444446,1.4213810022336735,1.299038105676658
30,3.5,3.5,5.104166666666667,1.8322676827120843,1.5509293808695626
30,5.0,5.0,7.123263888888889,2.301210529826612,1.6472831167308997
5,6.01e-05,5.999999848427251e-05,1.4253472222222223,0.6676944298546683,0.6428020258558963
5,0.0001202,0.00011999999696854502,1.3506944444444444,0.6140141746212399,0.6116632606626332
5,0.000601,0.0006000000284984708,1.3975694444444444,0.6795073241038704,0.6725005163153739
5,0.001202,0.0012009999481961131,1.4357638888888888,0.7115408552542768,0.6852868418082719
5,0.00601,0.006010000128298998,1.3854166666666667,0.6514373797397738,0.6984606089266754
5,0.01202,0.012020000256597996,1.5138888888888888,0.7287366456858281,0.7009418267191967
5,0.0601,0.060100000351667404,1.4670138888888888,0.7136726022066646,0.7009418267191967
5,0.1202,0.12020000070333481,1.4809027777777777,0.7019194053870791,0.7180703308172536
5,0.42069999999999996,0.4207000136375427,1.7326388888888888,0.880761181301523,0.8829008375173788
5,0.45,0.44999900460243225,1.7708333333333333,0.920210951056574,0.8735106372181929
5,0.5,0.5,1.8402777777777777,0.9141115483569312,0.8534041311776684
5,0.55,0.550000011920929,1.0,0.0,0.0
5,0.6,0.6000000238418579,1.0,0.0,0.0
5,0.65,0.6499990224838257,1.0,0.0,0.0
5,0.7,0.6999989748001099,1.9322916666666667,0.9828029775638316,0.9330914865232788
5,0.75,0.75,1.9548611111111112,1.0314721047765174,1.0391636594449938
5,0.8,0.800000011920929,2.0503472222222223,1.0635533427008077,1.0013012367248264
5,0.85,0.8500000238418579,2.095486111111111,1.0637233675090891,1.0021677892338077
5,0.85,0.8500000238418579,2.2256944444444446,1.079045780087523,1.0227448090527982
5,1.25,1.25,2.579861111111111,1.2722508411992106,1.0857345183996152
5,2.0,2.0,3.4913194444444446,1.4695737035540168,1.3391798899990164
5,3.5,3.5,5.130208333333333,1.8081770165732913,1.5520483776824312
5,5.0,5.0,6.972222222222222,2.1415027318724773,1.66978874245949
2,6.01e-05,5.999999848427251e-05,1.4236111111111112,0.7103389362276207,0.6990817389817716
2,0.0001202,0.00011999999696854502,1.4583333333333333,0.673145600891813,0.6795627679291705
2,0.000601,0.0006000000284984708,1.4375,0.7043392293490403,0.6634034720037774
2,0.001202,0.0012009999481961131,1.3836805555555556,0.6537904932517434,0.6859199013814303
2,0.00601,0.006010000128298998,1.4201388888888888,0.7196719797849951,0.6561673228343176
2,0.01202,0.012020000256597996,1.4288194444444444,0.6860231577397712,0.6620936909196127
2,0.0601,0.060100000351667404,1.4565972222222223,0.7106761873917102,0.7198813559654581
2,0.1202,0.12020000070333481,1.5017361111111112,0.7750428571134981,0.75
2,0.42069999999999996,0.4207000136375427,1.7413194444444444,0.8644769987041763,0.8554360486519921
2,0.45,0.44999900460243225,1.8628472222222223,0.9355673881501331,0.9307628293203615
2,0.5,0.5,1.765625,0.8832540992372718,0.8833922936297579
2,0.55,0.550000011920929,1.0,0.0,0.0
2,0.6,0.6000000238418579,1.0,0.0,0.0
2,0.65,0.6499990224838257,1.0,0.0,0.0
2,0.7,0.6999989748001099,1.9618055555555556,1.0079197862551819,0.9428090415820634
2,0.75,0.75,2.0069444444444446,1.0441405807979764,0.9758365357191974
2,0.8,0.800000011920929,2.0208333333333335,1.0221080476696733,1.0099333036284017
2,0.85,0.8500000238418579,2.0902777777777777,1.0633620322958661,0.999565877991263
2,0.85,0.8500000238418579,1.9826388888888888,1.0221729211390198,1.0077822185373186
2,1.25,1.25,2.470486111111111,1.173712551089438,1.0752906583803283
