fps,exposure,exposure_actual,mean,std,shot
30,3.0000000000000093,3.0,6.282778211805556,6.741655756090077,1.553862165769002
30,2.649453605900261,2.6494529247283936,5.6484405381944445,6.1702240688161645,1.5098279743576013
30,2.3398681366059577,2.3398680686950684,5.108342881944444,5.705891023800534,1.466821354887083
30,2.0664573572872533,2.0664570331573486,4.666827256944444,5.2725090636302,1.4234698015910512
30,1.8249942989012733,1.8249939680099487,4.2736323784722225,4.92984840227043,1.382440098159772
30,1.611745908657127,1.611744999885559,3.929655815972222,4.650897655808095,1.3456586896489682
30,1.423415336495535,1.423414945602417,3.602640625,4.3617237616489355,1.3113366206428039
30,1.2570909653239388,1.2570899724960327,3.349189670138889,3.9779068897567025,1.27851630793384
30,1.1102013970073796,1.1102010011672974,3.1077356770833333,3.5500600620302594,1.2429240697064143
30,0.9804756981922333,0.9804750084877014,2.9072664930555554,3.3798916932056997,1.2005124050680285
30,0.8659082913576601,0.8659080266952515,2.7179930555555556,3.1338259863067974,1.1621927797451104
30,0.7647279483054931,0.764726996421814,2.572281684027778,2.916550178119252,1.1282717663840767
30,0.6753704067235635,0.6753699779510498,1.0,0.0,0.0
30,0.5964541864706886,0.5964540243148804,1.0,0.0,0.0
30,0.5267592316996891,0.5267590284347534,1.0,0.0,0.0
30,0.4652080486226627,0.4652079939842224,2.1179791666666667,1.5800314297539824,1.0063538378100418
30,0.4108490473057112,0.410849004983902,2.0558190104166667,1.4523206830959636,0.9886400109142638
30,0.36284182995493336,0.36284101009368896,1.9838211805555555,1.351478247747524,0.9598405267572085
30,0.32044419824851483,0.3204439878463745,1.920134982638889,1.2589097600157924,0.9391264826141483
30,0.2830006788464477,0.28299999237060547,1.8919210069444445,1.1925278825690158,0.9261262616028959
30,0.24993238968064668,0.24993200600147247,1.8419674479166666,1.129693573550331,0.9043025051570593
30,0.22072809035688548,0.22072799503803253,1.8093984375,1.0625988692223227,0.8908517011670474
30,0.194936278306509,0.19493600726127625,1.75290234375,1.0164000444505552,0.8678590055257952
30,0.1721582084933185,0.17215800285339355,1.7451783854166667,0.9802062160541235,0.8627926989256716
30,0.15204172875931674,0.1520410031080246,1.7116506076388889,0.951346373863834,0.846550522094419
30,0.13427583550289326,0.13427500426769257,1.6979340277777777,0.918490648856348,0.8386437567253717
30,0.11858586551946992,0.1185849979519844,1.6847591145833334,0.8969418568549373,0.8322562049182932
